Trial,Year,State,Site,Site_Prod,Block,Plant_N,Yield_SY
18,2015,IA,Lewis,High,4,40,11102.6
19,2015,IL,Brownstown,Low,1,40,7009
19,2015,IL,Brownstown,Low,1,80,10864
19,2015,IL,Brownstown,Low,1,40,11982.7
19,2015,IL,Brownstown,Low,1,40,12103.4
19,2015,IL,Brownstown,Low,1,80,12235.4
19,2015,IL,Brownstown,Low,1,40,12329.7
19,2015,IL,Brownstown,Low,1,40,12231
19,2015,IL,Brownstown,Low,1,160,.
19,2015,IL,Brownstown,Low,1,0,5289.9
19,2015,IL,Brownstown,Low,1,120,12627.2
19,2015,IL,Brownstown,Low,1,40,12281.5
19,2015,IL,Brownstown,Low,1,40,10818.6
19,2015,IL,Brownstown,Low,1,80,11933.6
19,2015,IL,Brownstown,Low,1,200,13990.9
19,2015,IL,Brownstown,Low,1,240,12927.1
19,2015,IL,Brownstown,Low,1,280,12135.6
19,2015,IL,Brownstown,Low,2,160,12610.3
19,2015,IL,Brownstown,Low,2,80,12356.4
19,2015,IL,Brownstown,Low,2,240,12783.5
19,2015,IL,Brownstown,Low,2,40,.
19,2015,IL,Brownstown,Low,2,0,.
19,2015,IL,Brownstown,Low,2,40,11931.4
19,2015,IL,Brownstown,Low,2,40,8739.7
19,2015,IL,Brownstown,Low,2,80,.
19,2015,IL,Brownstown,Low,2,120,12581.1
19,2015,IL,Brownstown,Low,2,40,12123.1
19,2015,IL,Brownstown,Low,2,80,12470.5
19,2015,IL,Brownstown,Low,2,280,13002
19,2015,IL,Brownstown,Low,2,40,11822.2
19,2015,IL,Brownstown,Low,2,40,12015.6
19,2015,IL,Brownstown,Low,2,200,12596.2
19,2015,IL,Brownstown,Low,2,40,12015.3
19,2015,IL,Brownstown,Low,3,0,5061.3
19,2015,IL,Brownstown,Low,3,40,11565.6
19,2015,IL,Brownstown,Low,3,40,12004.7
19,2015,IL,Brownstown,Low,3,40,12065.2
19,2015,IL,Brownstown,Low,3,200,12756.7
19,2015,IL,Brownstown,Low,3,40,12000.9
19,2015,IL,Brownstown,Low,3,80,12115.1
19,2015,IL,Brownstown,Low,3,80,11897.8
19,2015,IL,Brownstown,Low,3,40,10224.7
19,2015,IL,Brownstown,Low,3,160,12574.1
19,2015,IL,Brownstown,Low,3,240,12672.2
19,2015,IL,Brownstown,Low,3,120,10695.8
19,2015,IL,Brownstown,Low,3,80,11771.3
19,2015,IL,Brownstown,Low,3,40,11948
19,2015,IL,Brownstown,Low,3,280,12541.3
19,2015,IL,Brownstown,Low,3,40,5300.1
19,2015,IL,Brownstown,Low,4,120,12125.9
19,2015,IL,Brownstown,Low,4,80,11228.8
19,2015,IL,Brownstown,Low,4,40,11706.7
19,2015,IL,Brownstown,Low,4,80,11816.1
19,2015,IL,Brownstown,Low,4,240,13211.8
19,2015,IL,Brownstown,Low,4,40,11777
19,2015,IL,Brownstown,Low,4,160,11596.3
19,2015,IL,Brownstown,Low,4,40,9090.1
19,2015,IL,Brownstown,Low,4,40,10440
19,2015,IL,Brownstown,Low,4,40,12006.5
19,2015,IL,Brownstown,Low,4,280,11519.7
19,2015,IL,Brownstown,Low,4,0,6560.1
19,2015,IL,Brownstown,Low,4,40,11882.1
19,2015,IL,Brownstown,Low,4,80,12370.6
19,2015,IL,Brownstown,Low,4,200,12347.4
19,2015,IL,Brownstown,Low,4,40,11734
20,2015,IL,Urbana,High,1,40,8156.5
20,2015,IL,Urbana,High,1,80,11354.4
20,2015,IL,Urbana,High,1,40,9921.2
20,2015,IL,Urbana,High,1,40,13648.2
20,2015,IL,Urbana,High,1,80,13956.2
20,2015,IL,Urbana,High,1,40,15014.6
20,2015,IL,Urbana,High,1,40,11930.7
20,2015,IL,Urbana,High,1,160,14048.3
20,2015,IL,Urbana,High,1,0,8049.1
20,2015,IL,Urbana,High,1,120,13659
20,2015,IL,Urbana,High,1,40,14128
20,2015,IL,Urbana,High,1,40,13858.9
20,2015,IL,Urbana,High,1,80,14321.8
20,2015,IL,Urbana,High,1,200,13981.6
20,2015,IL,Urbana,High,1,240,14529.9
20,2015,IL,Urbana,High,1,280,14618.8
20,2015,IL,Urbana,High,2,160,13633.4
20,2015,IL,Urbana,High,2,80,14331.3
20,2015,IL,Urbana,High,2,240,14480.6
20,2015,IL,Urbana,High,2,40,13046.2
20,2015,IL,Urbana,High,2,0,6822.9
20,2015,IL,Urbana,High,2,40,14313.3
20,2015,IL,Urbana,High,2,40,11570.5
20,2015,IL,Urbana,High,2,80,11226.9
20,2015,IL,Urbana,High,2,120,12237.3
20,2015,IL,Urbana,High,2,40,12060.1
20,2015,IL,Urbana,High,2,80,12962.2
20,2015,IL,Urbana,High,2,280,14989.1
20,2015,IL,Urbana,High,2,40,8622.9
20,2015,IL,Urbana,High,2,40,13697.7
20,2015,IL,Urbana,High,2,200,14486.6
20,2015,IL,Urbana,High,2,40,14031.9
20,2015,IL,Urbana,High,3,0,6070.2
20,2015,IL,Urbana,High,3,40,10588.2
20,2015,IL,Urbana,High,3,40,14019.3
20,2015,IL,Urbana,High,3,40,13924.9
20,2015,IL,Urbana,High,3,200,13324.4
20,2015,IL,Urbana,High,3,40,14736
20,2015,IL,Urbana,High,3,80,9652.1
20,2015,IL,Urbana,High,3,80,14319.3
20,2015,IL,Urbana,High,3,40,13229.9
20,2015,IL,Urbana,High,3,160,13719.2
20,2015,IL,Urbana,High,3,240,14949.2
20,2015,IL,Urbana,High,3,120,11595.2
20,2015,IL,Urbana,High,3,80,13867.6
20,2015,IL,Urbana,High,3,40,12713.6
20,2015,IL,Urbana,High,3,280,14683.3
20,2015,IL,Urbana,High,3,40,10022.3
20,2015,IL,Urbana,High,4,120,12547.1
20,2015,IL,Urbana,High,4,80,13881.4
20,2015,IL,Urbana,High,4,40,11986.9
20,2015,IL,Urbana,High,4,80,13765.2
20,2015,IL,Urbana,High,4,240,14473.8
20,2015,IL,Urbana,High,4,40,13745.6
20,2015,IL,Urbana,High,4,160,14274.8
20,2015,IL,Urbana,High,4,40,13213.1
20,2015,IL,Urbana,High,4,40,14155.9
20,2015,IL,Urbana,High,4,40,9345.1
20,2015,IL,Urbana,High,4,280,14864.8
20,2015,IL,Urbana,High,4,0,7113.3
20,2015,IL,Urbana,High,4,40,13863.2
20,2015,IL,Urbana,High,4,80,12614.4
20,2015,IL,Urbana,High,4,200,14789.3
20,2015,IL,Urbana,High,4,40,14762.4
21,2015,IN,Loam,High,1,40,8643.3
21,2015,IN,Loam,High,1,80,9505.9
21,2015,IN,Loam,High,1,40,10342.8
21,2015,IN,Loam,High,1,40,10399.5
21,2015,IN,Loam,High,1,80,11290.7
21,2015,IN,Loam,High,1,40,10280.7
21,2015,IN,Loam,High,1,40,10783.6
21,2015,IN,Loam,High,1,160,10161
21,2015,IN,Loam,High,1,0,6237.9
21,2015,IN,Loam,High,1,120,10065.3
21,2015,IN,Loam,High,1,40,11855.1
21,2015,IN,Loam,High,1,40,10587.1
21,2015,IN,Loam,High,1,80,11322.8
21,2015,IN,Loam,High,1,200,8800.4
21,2015,IN,Loam,High,1,240,9394.6
21,2015,IN,Loam,High,1,280,8715.4
21,2015,IN,Loam,High,2,160,8137.6
21,2015,IN,Loam,High,2,80,9411.3
21,2015,IN,Loam,High,2,240,7608.4
21,2015,IN,Loam,High,2,40,11034
21,2015,IN,Loam,High,2,0,5019.5
21,2015,IN,Loam,High,2,40,10719.7
21,2015,IN,Loam,High,2,40,7637.4
21,2015,IN,Loam,High,2,80,7802.8
21,2015,IN,Loam,High,2,120,8320.2
21,2015,IN,Loam,High,2,40,10265.8
21,2015,IN,Loam,High,2,80,10794.4
21,2015,IN,Loam,High,2,280,6217
21,2015,IN,Loam,High,2,40,5850.6
21,2015,IN,Loam,High,2,40,9798.7
21,2015,IN,Loam,High,2,200,9054.6
21,2015,IN,Loam,High,2,40,10711.5
21,2015,IN,Loam,High,3,0,3952.5
21,2015,IN,Loam,High,3,40,9615.9
21,2015,IN,Loam,High,3,40,8781.5
21,2015,IN,Loam,High,3,40,9967.7
21,2015,IN,Loam,High,3,200,8415.1
21,2015,IN,Loam,High,3,40,9962.9
21,2015,IN,Loam,High,3,80,7203
21,2015,IN,Loam,High,3,80,7896.1
21,2015,IN,Loam,High,3,40,7541.4
21,2015,IN,Loam,High,3,160,9275
21,2015,IN,Loam,High,3,240,8558.7
21,2015,IN,Loam,High,3,120,8608.4
21,2015,IN,Loam,High,3,80,10753.7
21,2015,IN,Loam,High,3,40,9841.5
21,2015,IN,Loam,High,3,280,7962.9
21,2015,IN,Loam,High,3,40,7129.8
21,2015,IN,Loam,High,4,120,8338.4
21,2015,IN,Loam,High,4,80,9626.1
21,2015,IN,Loam,High,4,40,9819.1
21,2015,IN,Loam,High,4,80,9839.4
21,2015,IN,Loam,High,4,240,8565.7
21,2015,IN,Loam,High,4,40,9335.6
21,2015,IN,Loam,High,4,160,7608.1
21,2015,IN,Loam,High,4,40,9719.1
21,2015,IN,Loam,High,4,40,10657.5
21,2015,IN,Loam,High,4,40,6848.9
21,2015,IN,Loam,High,4,280,8214.2
21,2015,IN,Loam,High,4,0,5465.3
21,2015,IN,Loam,High,4,40,12050.4
21,2015,IN,Loam,High,4,80,9473.5
21,2015,IN,Loam,High,4,200,9310.8
21,2015,IN,Loam,High,4,40,11952.4
22,2015,IN,Sand,Low,1,40,7074.9
22,2015,IN,Sand,Low,1,80,8794.9
22,2015,IN,Sand,Low,1,40,9872.8
22,2015,IN,Sand,Low,1,40,16010.7
22,2015,IN,Sand,Low,1,80,16101.5
22,2015,IN,Sand,Low,1,40,15506.4
22,2015,IN,Sand,Low,1,40,14194.2
22,2015,IN,Sand,Low,1,160,13914.7
22,2015,IN,Sand,Low,1,0,6440.8
22,2015,IN,Sand,Low,1,120,14292.4
22,2015,IN,Sand,Low,1,40,15941.1
22,2015,IN,Sand,Low,1,40,15764.5
22,2015,IN,Sand,Low,1,80,15145.1
22,2015,IN,Sand,Low,1,200,14879.6
22,2015,IN,Sand,Low,1,240,14950.8
22,2015,IN,Sand,Low,1,280,15202.1
22,2015,IN,Sand,Low,2,160,14348.6
22,2015,IN,Sand,Low,2,80,16953.8
22,2015,IN,Sand,Low,2,240,14974.3
22,2015,IN,Sand,Low,2,40,16023.7
22,2015,IN,Sand,Low,2,0,4416.5
22,2015,IN,Sand,Low,2,40,15599.1
22,2015,IN,Sand,Low,2,40,11852.7
22,2015,IN,Sand,Low,2,80,11295
22,2015,IN,Sand,Low,2,120,13675.9
22,2015,IN,Sand,Low,2,40,13603
22,2015,IN,Sand,Low,2,80,14175
22,2015,IN,Sand,Low,2,280,14632
22,2015,IN,Sand,Low,2,40,9580.4
22,2015,IN,Sand,Low,2,40,14260.5
22,2015,IN,Sand,Low,2,200,14217.7
22,2015,IN,Sand,Low,2,40,13770
22,2015,IN,Sand,Low,3,0,7411.9
22,2015,IN,Sand,Low,3,40,13492.6
22,2015,IN,Sand,Low,3,40,15469.7
22,2015,IN,Sand,Low,3,40,15513.8
22,2015,IN,Sand,Low,3,200,15944.8
22,2015,IN,Sand,Low,3,40,15885.2
22,2015,IN,Sand,Low,3,80,12998.5
22,2015,IN,Sand,Low,3,80,16125.1
22,2015,IN,Sand,Low,3,40,15431.1
22,2015,IN,Sand,Low,3,160,14536
22,2015,IN,Sand,Low,3,240,15569.1
22,2015,IN,Sand,Low,3,120,13256.5
22,2015,IN,Sand,Low,3,80,15298.2
22,2015,IN,Sand,Low,3,40,14440.3
22,2015,IN,Sand,Low,3,280,14068.6
22,2015,IN,Sand,Low,3,40,9000.5
22,2015,IN,Sand,Low,4,120,14549.1
22,2015,IN,Sand,Low,4,80,15337.3
22,2015,IN,Sand,Low,4,40,13655
22,2015,IN,Sand,Low,4,80,15538.3
22,2015,IN,Sand,Low,4,240,15967
22,2015,IN,Sand,Low,4,40,14329.1
22,2015,IN,Sand,Low,4,160,14358.9
22,2015,IN,Sand,Low,4,40,14956.6
22,2015,IN,Sand,Low,4,40,16175.9
22,2015,IN,Sand,Low,4,40,8334.5
22,2015,IN,Sand,Low,4,280,15327.6
22,2015,IN,Sand,Low,4,0,6427.1
22,2015,IN,Sand,Low,4,40,15806.9
22,2015,IN,Sand,Low,4,80,12669.5
22,2015,IN,Sand,Low,4,200,15915.1
22,2015,IN,Sand,Low,4,40,15850.6
23,2015,MN,NewRichland,High,1,40,12024.9
23,2015,MN,NewRichland,High,1,80,.
23,2015,MN,NewRichland,High,1,40,11517.5
23,2015,MN,NewRichland,High,1,40,12674.4
23,2015,MN,NewRichland,High,1,80,15179.6
23,2015,MN,NewRichland,High,1,40,13080.2
23,2015,MN,NewRichland,High,1,40,13607.8
23,2015,MN,NewRichland,High,1,160,14782.3
23,2015,MN,NewRichland,High,1,0,8092.7
23,2015,MN,NewRichland,High,1,120,13229.5
23,2015,MN,NewRichland,High,1,40,14149.6
23,2015,MN,NewRichland,High,1,40,13540.6
23,2015,MN,NewRichland,High,1,80,14097.2
23,2015,MN,NewRichland,High,1,200,14526.5
23,2015,MN,NewRichland,High,1,240,14401
23,2015,MN,NewRichland,High,1,280,15531.3
23,2015,MN,NewRichland,High,2,160,14088.9
23,2015,MN,NewRichland,High,2,80,14188.6
23,2015,MN,NewRichland,High,2,240,14213.7
23,2015,MN,NewRichland,High,2,40,14069.5
23,2015,MN,NewRichland,High,2,0,9064.2
23,2015,MN,NewRichland,High,2,40,14570.6
23,2015,MN,NewRichland,High,2,40,12934.3
23,2015,MN,NewRichland,High,2,80,13183.1
23,2015,MN,NewRichland,High,2,120,14322.9
23,2015,MN,NewRichland,High,2,40,14025.4
23,2015,MN,NewRichland,High,2,80,13889.1
23,2015,MN,NewRichland,High,2,280,13913.2
23,2015,MN,NewRichland,High,2,40,12772.3
23,2015,MN,NewRichland,High,2,40,14492.9
23,2015,MN,NewRichland,High,2,200,14010.9
23,2015,MN,NewRichland,High,2,40,15157.4
23,2015,MN,NewRichland,High,3,0,9091.9
23,2015,MN,NewRichland,High,3,40,13559
23,2015,MN,NewRichland,High,3,40,14737.3
23,2015,MN,NewRichland,High,3,40,14372.6
23,2015,MN,NewRichland,High,3,200,14376.8
23,2015,MN,NewRichland,High,3,40,15336.1
23,2015,MN,NewRichland,High,3,80,14061.1
23,2015,MN,NewRichland,High,3,80,14970.8
23,2015,MN,NewRichland,High,3,40,14686.1
23,2015,MN,NewRichland,High,3,160,14350.2
23,2015,MN,NewRichland,High,3,240,13439.6
23,2015,MN,NewRichland,High,3,120,13272.6
23,2015,MN,NewRichland,High,3,80,15431
23,2015,MN,NewRichland,High,3,40,14110
23,2015,MN,NewRichland,High,3,280,14987.2
23,2015,MN,NewRichland,High,3,40,13277.7
23,2015,MN,NewRichland,High,4,120,14987.7
23,2015,MN,NewRichland,High,4,80,14593.3
23,2015,MN,NewRichland,High,4,40,13252.9
23,2015,MN,NewRichland,High,4,80,14660.6
23,2015,MN,NewRichland,High,4,240,14749
23,2015,MN,NewRichland,High,4,40,14470.6
23,2015,MN,NewRichland,High,4,160,14458.6
23,2015,MN,NewRichland,High,4,40,15618.7
23,2015,MN,NewRichland,High,4,40,16230.3
23,2015,MN,NewRichland,High,4,40,13245.4
23,2015,MN,NewRichland,High,4,280,15389.5
23,2015,MN,NewRichland,High,4,40,14706.3
23,2015,MN,NewRichland,High,4,0,10594
23,2015,MN,NewRichland,High,4,80,14335.7
23,2015,MN,NewRichland,High,4,200,14710.8
23,2015,MN,NewRichland,High,4,40,15218.5
24,2015,MN,StCharles,Low,1,40,11393
24,2015,MN,StCharles,Low,1,80,12626.9
24,2015,MN,StCharles,Low,1,40,13172.9
24,2015,MN,StCharles,Low,1,40,14797.2
24,2015,MN,StCharles,Low,1,80,14723.7
24,2015,MN,StCharles,Low,1,40,14368.7
24,2015,MN,StCharles,Low,1,40,14633.4
24,2015,MN,StCharles,Low,1,160,14065.7
24,2015,MN,StCharles,Low,1,0,10763.6
24,2015,MN,StCharles,Low,1,120,14243.3
24,2015,MN,StCharles,Low,1,40,14431.4
24,2015,MN,StCharles,Low,1,40,15254.9
24,2015,MN,StCharles,Low,1,80,14103
24,2015,MN,StCharles,Low,1,200,14849.1
24,2015,MN,StCharles,Low,1,240,14312.1
24,2015,MN,StCharles,Low,1,280,14794.9
24,2015,MN,StCharles,Low,2,160,14628.2
24,2015,MN,StCharles,Low,2,80,13786.3
24,2015,MN,StCharles,Low,2,240,14026
24,2015,MN,StCharles,Low,2,40,13944.2
24,2015,MN,StCharles,Low,2,0,10077.4
24,2015,MN,StCharles,Low,2,40,14395
24,2015,MN,StCharles,Low,2,40,14175.8
24,2015,MN,StCharles,Low,2,80,13323.8
24,2015,MN,StCharles,Low,2,120,13412.4
24,2015,MN,StCharles,Low,2,40,13848.2
24,2015,MN,StCharles,Low,2,80,12832.2
24,2015,MN,StCharles,Low,2,280,13552.5
24,2015,MN,StCharles,Low,2,40,11344.7
24,2015,MN,StCharles,Low,2,40,13572.2
24,2015,MN,StCharles,Low,2,200,14758.9
24,2015,MN,StCharles,Low,2,40,14705.8
24,2015,MN,StCharles,Low,3,0,8599.8
24,2015,MN,StCharles,Low,3,40,12851.9
24,2015,MN,StCharles,Low,3,40,14080.4
24,2015,MN,StCharles,Low,3,40,13291.8
24,2015,MN,StCharles,Low,3,200,14486.2
24,2015,MN,StCharles,Low,3,40,13545.3
24,2015,MN,StCharles,Low,3,80,13320.3
24,2015,MN,StCharles,Low,3,80,13372.4
24,2015,MN,StCharles,Low,3,40,13206.5
24,2015,MN,StCharles,Low,3,160,13859
24,2015,MN,StCharles,Low,3,240,14747.3
24,2015,MN,StCharles,Low,3,120,13687.5
24,2015,MN,StCharles,Low,3,80,14053.2
24,2015,MN,StCharles,Low,3,40,12835
24,2015,MN,StCharles,Low,3,280,14119.1
24,2015,MN,StCharles,Low,3,40,9520.4
24,2015,MN,StCharles,Low,4,120,14366.1
24,2015,MN,StCharles,Low,4,80,13882
24,2015,MN,StCharles,Low,4,40,12852.7
24,2015,MN,StCharles,Low,4,80,14268.4
24,2015,MN,StCharles,Low,4,240,13941.8
24,2015,MN,StCharles,Low,4,40,12694.2
24,2015,MN,StCharles,Low,4,160,13197.3
24,2015,MN,StCharles,Low,4,40,12531.6
24,2015,MN,StCharles,Low,4,40,14049.8
24,2015,MN,StCharles,Low,4,40,11158.6
24,2015,MN,StCharles,Low,4,280,14782.1
24,2015,MN,StCharles,Low,4,0,9194.8
24,2015,MN,StCharles,Low,4,40,14693.6
24,2015,MN,StCharles,Low,4,80,11801.4
24,2015,MN,StCharles,Low,4,200,15030.1
24,2015,MN,StCharles,Low,4,40,13792.9
25,2015,MO,LoneTree,Low,1,40,.
25,2015,MO,LoneTree,Low,1,80,.
25,2015,MO,LoneTree,Low,1,40,3035.2
25,2015,MO,LoneTree,Low,1,40,10539.8
25,2015,MO,LoneTree,Low,1,80,10048.9
25,2015,MO,LoneTree,Low,1,40,11032.8
25,2015,MO,LoneTree,Low,1,40,6294.5
25,2015,MO,LoneTree,Low,1,160,3011.1
25,2015,MO,LoneTree,Low,1,0,1693.5
25,2015,MO,LoneTree,Low,1,120,2562.7
25,2015,MO,LoneTree,Low,1,40,9681.6
25,2015,MO,LoneTree,Low,1,40,9881.8
25,2015,MO,LoneTree,Low,1,80,8171.5
25,2015,MO,LoneTree,Low,1,200,6250.8
25,2015,MO,LoneTree,Low,1,240,7678.2
25,2015,MO,LoneTree,Low,1,280,6296.5
25,2015,MO,LoneTree,Low,2,160,4860.3
25,2015,MO,LoneTree,Low,2,80,10023.5
25,2015,MO,LoneTree,Low,2,240,5007.8
25,2015,MO,LoneTree,Low,2,40,10840
25,2015,MO,LoneTree,Low,2,0,2695.7
25,2015,MO,LoneTree,Low,2,40,9952.7
25,2015,MO,LoneTree,Low,2,40,5946.7
25,2015,MO,LoneTree,Low,2,80,4773.4
25,2015,MO,LoneTree,Low,2,120,5352.4
25,2015,MO,LoneTree,Low,2,40,7992.9
25,2015,MO,LoneTree,Low,2,80,9080.7
25,2015,MO,LoneTree,Low,2,280,9072.2
25,2015,MO,LoneTree,Low,2,40,2988.9
25,2015,MO,LoneTree,Low,2,40,11560.4
25,2015,MO,LoneTree,Low,2,200,7366
25,2015,MO,LoneTree,Low,2,40,9833
25,2015,MO,LoneTree,Low,3,0,4516.1
25,2015,MO,LoneTree,Low,3,40,4635.7
25,2015,MO,LoneTree,Low,3,40,9482.6
25,2015,MO,LoneTree,Low,3,40,10628
25,2015,MO,LoneTree,Low,3,200,7448.9
25,2015,MO,LoneTree,Low,3,40,10027.9
25,2015,MO,LoneTree,Low,3,80,5689.7
25,2015,MO,LoneTree,Low,3,80,11791.7
25,2015,MO,LoneTree,Low,3,40,10277.9
25,2015,MO,LoneTree,Low,3,160,7079
25,2015,MO,LoneTree,Low,3,240,8621.6
25,2015,MO,LoneTree,Low,3,120,6859.3
25,2015,MO,LoneTree,Low,3,80,9150.1
25,2015,MO,LoneTree,Low,3,40,8429.1
25,2015,MO,LoneTree,Low,3,280,10330.2
25,2015,MO,LoneTree,Low,3,40,1355.4
25,2015,MO,LoneTree,Low,4,120,6745.9
25,2015,MO,LoneTree,Low,4,80,6569.6
25,2015,MO,LoneTree,Low,4,40,4366.4
25,2015,MO,LoneTree,Low,4,80,11457.4
25,2015,MO,LoneTree,Low,4,240,6419.2
25,2015,MO,LoneTree,Low,4,40,6787.4
25,2015,MO,LoneTree,Low,4,160,7889
25,2015,MO,LoneTree,Low,4,40,10351.7
25,2015,MO,LoneTree,Low,4,40,12471.1
25,2015,MO,LoneTree,Low,4,40,3475.7
25,2015,MO,LoneTree,Low,4,280,7820.3
25,2015,MO,LoneTree,Low,4,0,3398.2
25,2015,MO,LoneTree,Low,4,40,10795.5
25,2015,MO,LoneTree,Low,4,80,5759.8
25,2015,MO,LoneTree,Low,4,200,10918.1
25,2015,MO,LoneTree,Low,4,40,10087.9
26,2015,MO,Troth,High,1,40,6523.3
26,2015,MO,Troth,High,1,80,9845.7
26,2015,MO,Troth,High,1,40,8420
26,2015,MO,Troth,High,1,40,12269
26,2015,MO,Troth,High,1,80,12738.8
26,2015,MO,Troth,High,1,40,10812.3
26,2015,MO,Troth,High,1,40,8109.5
26,2015,MO,Troth,High,1,160,10891.5
26,2015,MO,Troth,High,1,0,3419.8
26,2015,MO,Troth,High,1,120,9874.9
26,2015,MO,Troth,High,1,40,9990.2
26,2015,MO,Troth,High,1,40,7939.2
26,2015,MO,Troth,High,1,80,8616
26,2015,MO,Troth,High,1,200,8969.7
26,2015,MO,Troth,High,1,240,9697.2
26,2015,MO,Troth,High,1,280,10678.2
26,2015,MO,Troth,High,2,160,8222.1
26,2015,MO,Troth,High,2,80,6125.8
26,2015,MO,Troth,High,2,240,8741.3
26,2015,MO,Troth,High,2,40,6601.4
26,2015,MO,Troth,High,2,0,2749
26,2015,MO,Troth,High,2,40,9960.3
26,2015,MO,Troth,High,2,40,5941.8
26,2015,MO,Troth,High,2,80,5693.6
26,2015,MO,Troth,High,2,120,7427.1
26,2015,MO,Troth,High,2,40,6389.3
26,2015,MO,Troth,High,2,80,8732.6
26,2015,MO,Troth,High,2,280,10808
26,2015,MO,Troth,High,2,40,5290.5
26,2015,MO,Troth,High,2,40,11256.5
26,2015,MO,Troth,High,2,200,10758.7
26,2015,MO,Troth,High,2,40,10467.6
26,2015,MO,Troth,High,3,0,3546.4
26,2015,MO,Troth,High,3,40,4527.6
26,2015,MO,Troth,High,3,40,5649.2
26,2015,MO,Troth,High,3,40,.
26,2015,MO,Troth,High,3,200,9015.1
26,2015,MO,Troth,High,3,40,8251.4
26,2015,MO,Troth,High,3,80,7215.5
26,2015,MO,Troth,High,3,80,10197.5
26,2015,MO,Troth,High,3,40,7581.8
26,2015,MO,Troth,High,3,160,6038.9
26,2015,MO,Troth,High,3,240,.
26,2015,MO,Troth,High,3,120,.
26,2015,MO,Troth,High,3,80,6543
26,2015,MO,Troth,High,3,40,6515.6
26,2015,MO,Troth,High,3,280,11381.8
26,2015,MO,Troth,High,3,40,5202.2
26,2015,MO,Troth,High,4,120,8201.8
26,2015,MO,Troth,High,4,80,10600.3
26,2015,MO,Troth,High,4,40,7291.1
26,2015,MO,Troth,High,4,80,10680.6
26,2015,MO,Troth,High,4,240,12492.8
26,2015,MO,Troth,High,4,40,7910.1
26,2015,MO,Troth,High,4,160,12473.1
26,2015,MO,Troth,High,4,40,10753.7
26,2015,MO,Troth,High,4,40,6981.3
26,2015,MO,Troth,High,4,40,5262.7
26,2015,MO,Troth,High,4,280,12389.5
26,2015,MO,Troth,High,4,0,3280.4
26,2015,MO,Troth,High,4,40,7837.2
26,2015,MO,Troth,High,4,80,8186.5
26,2015,MO,Troth,High,4,200,13210.9
26,2015,MO,Troth,High,4,40,12624.2
27,2015,ND,Amenia,High,1,40,5468
27,2015,ND,Amenia,High,1,80,9210.8
27,2015,ND,Amenia,High,1,40,9957.7
27,2015,ND,Amenia,High,1,40,11830.1
27,2015,ND,Amenia,High,1,80,12105.6
27,2015,ND,Amenia,High,1,40,11735.3
27,2015,ND,Amenia,High,1,40,13279.3
27,2015,ND,Amenia,High,1,160,11755.8
27,2015,ND,Amenia,High,1,0,8928.6
27,2015,ND,Amenia,High,1,120,11042.3
27,2015,ND,Amenia,High,1,40,12312.8
27,2015,ND,Amenia,High,1,40,13390
27,2015,ND,Amenia,High,1,80,11748.8
27,2015,ND,Amenia,High,1,200,12499.4
27,2015,ND,Amenia,High,1,240,11486.5
27,2015,ND,Amenia,High,1,280,11192.4
27,2015,ND,Amenia,High,2,160,9204
27,2015,ND,Amenia,High,2,80,9936.5
27,2015,ND,Amenia,High,2,240,8908.2
27,2015,ND,Amenia,High,2,40,9679.8
27,2015,ND,Amenia,High,2,0,3441.8
27,2015,ND,Amenia,High,2,40,10127.1
27,2015,ND,Amenia,High,2,40,10005.2
27,2015,ND,Amenia,High,2,80,9919
27,2015,ND,Amenia,High,2,120,10590.1
27,2015,ND,Amenia,High,2,40,10998.7
27,2015,ND,Amenia,High,2,80,10452.2
27,2015,ND,Amenia,High,2,280,10900.8
27,2015,ND,Amenia,High,2,40,11365.8
27,2015,ND,Amenia,High,2,40,7887.2
27,2015,ND,Amenia,High,2,200,11529.7
27,2015,ND,Amenia,High,2,40,11892.7
27,2015,ND,Amenia,High,3,0,5273.8
27,2015,ND,Amenia,High,3,40,10027.6
27,2015,ND,Amenia,High,3,40,11414.6
27,2015,ND,Amenia,High,3,40,13102.3
27,2015,ND,Amenia,High,3,200,10645.4
27,2015,ND,Amenia,High,3,40,11616.4
27,2015,ND,Amenia,High,3,80,8065.6
27,2015,ND,Amenia,High,3,80,11187.3
27,2015,ND,Amenia,High,3,40,11720.9
27,2015,ND,Amenia,High,3,160,10297.8
27,2015,ND,Amenia,High,3,240,11191.7
27,2015,ND,Amenia,High,3,120,8287.7
27,2015,ND,Amenia,High,3,80,10138.7
27,2015,ND,Amenia,High,3,40,11155.3
27,2015,ND,Amenia,High,3,280,12899.4
27,2015,ND,Amenia,High,3,40,6774.9
27,2015,ND,Amenia,High,4,120,11122.1
27,2015,ND,Amenia,High,4,80,13598
27,2015,ND,Amenia,High,4,40,9329.1
27,2015,ND,Amenia,High,4,80,9064.6
27,2015,ND,Amenia,High,4,240,9162.6
27,2015,ND,Amenia,High,4,40,10080.3
27,2015,ND,Amenia,High,4,160,10026.2
27,2015,ND,Amenia,High,4,40,11115.9
27,2015,ND,Amenia,High,4,40,11127.6
27,2015,ND,Amenia,High,4,40,6769.8
27,2015,ND,Amenia,High,4,280,10780.5
27,2015,ND,Amenia,High,4,0,3021.2
27,2015,ND,Amenia,High,4,40,10943
27,2015,ND,Amenia,High,4,80,9215.5
27,2015,ND,Amenia,High,4,200,11499
27,2015,ND,Amenia,High,4,40,8592.6
